Iteration	Results
231 	384.678093
232 	384.678093
233 	384.678093
234 	384.678093
235 	384.678093
236 	384.678093
237 	384.678093
238 	384.678093
239 	384.678093
240 	384.678093
241 	384.678093
242 	384.678093
243 	384.678093
244 	384.678093
245 	384.678093
246 	384.678093
247 	384.678093
248 	384.678093
249 	384.678093
250 	384.678093
251 	384.678093
252 	384.678093
253 	384.678093
254 	384.678093
255 	384.678093
256 	384.678093
257 	384.678093
258 	384.678093
259 	384.678093
260 	384.678093
261 	384.678093
262 	384.678093
263 	384.678093
264 	384.678093
265 	384.678093
266 	384.678093
267 	384.678093
268 	384.678093
269 	384.678093
270 	384.678093
271 	384.678093
272 	384.678093
273 	384.678093
274 	384.678093
275 	384.678093
276 	384.678093
277 	384.678093
278 	384.678093
279 	384.678093
280 	384.678093
281 	384.678093
282 	384.678093
283 	384.678093
284 	384.678093
285 	384.678093
286 	384.678093
287 	384.678093
288 	384.678093
289 	384.678093
290 	384.678093
291 	384.678093
292 	384.678093
293 	384.678093
294 	384.678093
295 	384.678093
296 	384.678093
297 	384.678093
298 	384.678093
299 	384.678093
300 	384.678093
301 	384.678093
302 	384.678093
303 	384.678093
304 	384.678093
305 	384.678093
306 	384.678093
307 	384.678093
308 	384.678093
309 	384.678093
310 	384.678093
311 	384.678093
312 	384.678093
313 	384.678093
314 	384.678093
315 	384.678093
316 	384.678093
317 	384.678093
318 	384.678093
319 	384.678093
320 	384.678093
321 	384.678093
322 	384.678093
323 	384.678093
324 	384.678093
325 	384.678093
326 	384.678093
327 	384.678093
328 	384.678093
329 	384.678093
330 	384.678093
331 	384.678093
332 	384.678093
333 	384.678093
334 	384.678093
335 	384.678093
336 	384.678093
337 	384.678093
338 	384.678093
339 	384.678093
340 	384.678093
341 	384.678093
342 	384.678093
343 	384.678093
344 	384.678093
345 	384.678093
346 	384.678093
347 	384.678093
348 	384.678093
349 	384.678093
350 	384.678093
351 	384.678093
352 	384.678093
353 	384.678093
354 	384.678093
355 	384.678093
356 	384.678093
357 	384.678093
358 	384.678093
359 	384.678093
360 	384.678093
361 	384.678093
362 	384.678093
363 	384.678093
364 	384.678093
365 	384.678093
366 	384.678093
367 	384.678093
368 	384.678093
369 	384.678093
370 	384.678093
371 	384.678093
372 	384.678093
373 	384.678093
374 	384.678093
375 	384.678093
376 	384.678093
377 	384.678093
378 	384.678093
379 	384.678093
380 	384.678093
381 	384.678093
382 	384.678093
383 	384.678093
384 	384.678093
385 	384.678093
386 	384.678093
387 	384.678093
388 	384.678093
389 	384.678093
390 	384.678093
391 	384.678093
392 	384.678093
393 	384.678093
394 	384.678093
395 	384.678093
396 	384.678093
397 	384.678093
398 	384.678093
399 	384.678093
400 	384.678093
401 	384.678093
402 	384.678093
403 	384.678093
404 	384.678093
405 	384.678093
406 	384.678093
407 	384.678093
408 	384.678093
409 	384.678093
410 	384.678093
411 	384.678093
412 	384.678093
413 	384.678093
414 	384.678093
415 	384.678093
416 	384.678093
417 	384.678093
418 	384.678093
419 	384.678093
420 	384.678093
421 	384.678093
422 	384.678093
423 	384.678093
424 	384.678093
425 	384.678093
426 	384.678093
427 	384.678093
428 	384.678093
429 	384.678093
430 	384.678093
431 	384.678093
432 	384.678093
433 	384.678093
434 	384.678093
435 	384.678093
436 	384.678093
437 	384.678093
438 	384.678093
439 	384.678093
440 	384.678093
441 	384.678093
442 	384.678093
443 	384.678093
444 	384.678093
445 	384.678093
446 	384.678093
447 	384.678093
448 	384.678093
449 	384.678093
450 	384.678093
451 	384.678093
452 	384.678093
453 	384.678093
454 	384.678093
455 	384.678093
456 	384.678093
457 	384.678093
458 	384.678093
459 	384.678093
460 	384.678093
461 	384.678093
462 	384.678093
463 	384.678093
464 	384.678093
465 	384.678093
466 	384.678093
467 	384.678093
468 	384.678093
469 	384.678093
470 	384.678093
471 	384.678093
472 	384.678093
473 	384.678093
474 	384.678093
475 	384.678093
476 	384.678093
477 	384.678093
478 	384.678093
479 	384.678093
480 	384.678093
481 	384.678093
482 	384.678093
483 	384.678093
484 	384.678093
485 	384.678093
486 	384.678093
487 	384.678093
488 	384.678093
489 	384.678093
490 	384.678093
491 	384.678093
492 	384.678093
493 	384.678093
494 	384.678093
495 	384.678093
496 	384.678093
497 	384.678093
498 	384.678093
499 	384.678093
500 	384.678093
501 	384.678093
502 	384.678093
503 	384.678093
504 	384.678093
505 	384.678093
506 	384.678093
507 	384.678093
508 	384.678093
509 	384.678093
510 	384.678093
511 	384.678093
512 	384.678093
513 	384.678093
514 	384.678093
515 	384.678093
516 	384.678093
517 	384.678093
518 	384.678093
519 	384.678093
520 	384.678093
521 	384.678093
522 	384.678093
523 	384.678093
524 	384.678093
525 	384.678093
526 	384.678093
527 	384.678093
528 	384.678093
529 	384.678093
530 	384.678093
531 	384.678093
532 	384.678093
533 	384.678093
534 	384.678093
535 	384.678093
536 	384.678093
537 	384.678093
538 	384.678093
539 	384.678093
540 	384.678093
541 	384.678093
542 	384.678093
543 	384.678093
544 	384.678093
545 	384.678093
546 	384.678093
547 	384.678093
548 	384.678093
549 	384.678093
550 	384.678093
551 	384.678093
552 	384.678093
553 	384.678093
554 	384.678093
555 	384.678093
556 	384.678093
557 	384.678093
558 	384.678093
559 	384.678093
560 	384.678093
561 	384.678093
562 	384.678093
563 	384.678093
564 	384.678093
565 	384.678093
566 	384.678093
567 	384.678093
568 	384.678093
569 	384.678093
570 	384.678093
571 	384.678093
572 	384.678093
573 	384.678093
574 	384.678093
575 	384.678093
576 	384.678093
577 	384.678093
578 	384.678093
579 	384.678093
580 	384.678093
581 	384.678093
582 	384.678093
583 	384.678093
584 	384.678093
585 	384.678093
586 	384.678093
587 	384.678093
588 	384.678093
589 	384.678093
590 	384.678093
591 	384.678093
592 	384.678093
593 	384.678093
594 	384.678093
595 	384.678093
596 	384.678093
597 	384.678093
598 	384.678093
599 	384.678093
600 	384.678093
601 	384.678093
602 	384.678093
603 	384.678093
604 	384.678093
605 	384.678093
606 	384.678093
607 	384.678093
608 	384.678093
609 	384.678093
610 	384.678093
611 	384.678093
612 	384.678093
613 	384.678093
614 	384.678093
615 	384.678093
616 	384.678093
617 	384.678093
618 	384.678093
619 	384.678093
620 	384.678093
621 	384.678093
622 	384.678093
623 	384.678093
624 	384.678093
625 	384.678093
626 	384.678093
627 	384.678093
628 	384.678093
629 	384.678093
630 	384.678093
631 	384.678093
632 	384.678093
633 	384.678093
634 	384.678093
635 	384.678093
636 	384.678093
637 	384.678093
638 	384.678093
639 	384.678093
640 	384.678093
641 	384.678093
642 	384.678093
643 	384.678093
644 	384.678093
645 	384.678093
646 	384.678093
647 	384.678093
648 	384.678093
649 	384.678093
650 	384.678093
651 	384.678093
652 	384.678093
653 	384.678093
654 	384.678093
655 	384.678093
656 	384.678093
657 	384.678093
658 	384.678093
659 	384.678093
660 	384.678093
661 	384.678093
662 	384.678093
663 	384.678093
664 	384.678093
665 	384.678093
666 	384.678093
667 	384.678093
668 	384.678093
669 	384.678093
670 	384.678093
671 	384.678093
672 	384.678093
673 	384.678093
674 	384.678093
675 	384.678093
676 	384.678093
677 	384.678093
678 	384.678093
679 	384.678093
680 	384.678093
681 	384.678093
682 	384.678093
683 	384.678093
684 	384.678093
685 	384.678093
686 	384.678093
687 	384.678093
688 	384.678093
689 	384.678093
690 	384.678093
691 	384.678093
692 	384.678093
693 	384.678093
694 	384.678093
695 	384.678093
696 	384.678093
697 	384.678093
698 	384.678093
699 	384.678093
700 	384.678093
701 	384.678093
702 	384.678093
703 	384.678093
704 	384.678093
705 	384.678093
706 	384.678093
707 	384.678093
708 	384.678093
709 	384.678093
710 	384.678093
711 	384.678093
712 	384.678093
713 	384.678093
714 	384.678093
715 	384.678093
716 	384.678093
717 	384.678093
718 	384.678093
719 	384.678093
720 	384.678093
721 	384.678093
722 	384.678093
723 	384.678093
724 	384.678093
725 	384.678093
726 	384.678093
727 	384.678093
728 	384.678093
729 	384.678093
730 	384.678093
731 	384.678093
732 	384.678093
733 	384.678093
734 	384.678093
735 	384.678093
736 	384.678093
737 	384.678093
738 	384.678093
739 	384.678093
740 	384.678093
741 	384.678093
742 	384.678093
743 	384.678093
744 	384.678093
745 	384.678093
746 	384.678093
747 	384.678093
748 	384.678093
749 	384.678093
750 	384.678093
751 	384.678093
752 	384.678093
753 	384.678093
754 	384.678093
755 	384.678093
756 	384.678093
757 	384.678093
758 	384.678093
759 	384.678093
760 	384.678093
761 	384.678093
762 	384.678093
763 	384.678093
764 	384.678093
765 	384.678093
766 	384.678093
767 	384.678093
768 	384.678093
769 	384.678093
770 	384.678093
771 	384.678093
772 	384.678093
773 	384.678093
774 	384.678093
775 	384.678093
776 	384.678093
777 	384.678093
778 	384.678093
779 	384.678093
780 	384.678093
781 	384.678093
782 	384.678093
783 	384.678093
784 	384.678093
785 	384.678093
786 	384.678093
787 	384.678093
788 	384.678093
789 	384.678093
790 	384.678093
791 	384.678093
792 	384.678093
793 	384.678093
794 	384.678093
795 	384.678093
796 	384.678093
797 	384.678093
798 	384.678093
799 	384.678093
800 	384.678093
801 	384.678093
802 	384.678093
803 	384.678093
804 	384.678093
805 	384.678093
806 	384.678093
807 	384.678093
808 	384.678093
809 	384.678093
810 	384.678093
811 	384.678093
812 	384.678093
813 	384.678093
814 	384.678093
815 	384.678093
816 	384.678093
817 	384.678093
818 	384.678093
819 	384.678093
820 	384.678093
821 	384.678093
822 	384.678093
823 	384.678093
824 	384.678093
825 	384.678093
826 	384.678093
827 	384.678093
828 	384.678093
829 	384.678093
830 	384.678093
831 	384.678093
832 	384.678093
833 	384.678093
834 	384.678093
835 	384.678093
836 	384.678093
837 	384.678093
838 	384.678093
839 	384.678093
840 	384.678093
841 	384.678093
842 	384.678093
843 	384.678093
844 	384.678093
845 	384.678093
846 	384.678093
847 	384.678093
848 	384.678093
849 	384.678093
850 	384.678093
851 	384.678093
852 	384.678093
853 	384.678093
854 	384.678093
855 	384.678093
856 	384.678093
857 	384.678093
858 	384.678093
859 	384.678093
860 	384.678093
861 	384.678093
862 	384.678093
863 	384.678093
864 	384.678093
865 	384.678093
866 	384.678093
867 	384.678093
868 	384.678093
869 	384.678093
870 	384.678093
871 	384.678093
872 	384.678093
873 	384.678093
874 	384.678093
875 	384.678093
876 	384.678093
877 	384.678093
878 	384.678093
879 	384.678093
880 	384.678093
881 	384.678093
882 	384.678093
883 	384.678093
884 	384.678093
885 	384.678093
886 	384.678093
887 	384.678093
888 	384.678093
889 	384.678093
890 	384.678093
891 	384.678093
892 	384.678093
893 	384.678093
894 	384.678093
895 	384.678093
896 	384.678093
897 	384.678093
898 	384.678093
899 	384.678093
900 	384.678093
901 	384.678093
902 	384.678093
903 	384.678093
904 	384.678093
905 	384.678093
906 	384.678093
907 	384.678093
908 	384.678093
909 	384.678093
910 	384.678093
911 	384.678093
912 	384.678093
913 	384.678093
914 	384.678093
915 	384.678093
916 	384.678093
917 	384.678093
918 	384.678093
919 	384.678093
920 	384.678093
921 	384.678093
922 	384.678093
923 	384.678093
924 	384.678093
925 	384.678093
926 	384.678093
927 	384.678093
928 	384.678093
929 	384.678093
930 	384.678093
931 	384.678093
932 	384.678093
933 	384.678093
934 	384.678093
935 	384.678093
936 	384.678093
937 	384.678093
938 	384.678093
939 	384.678093
940 	384.678093
941 	384.678093
942 	384.678093
943 	384.678093
944 	384.678093
945 	384.678093
946 	384.678093
947 	384.678093
948 	384.678093
949 	384.678093
950 	384.678093
951 	384.678093
952 	384.678093
953 	384.678093
954 	384.678093
955 	384.678093
956 	384.678093
957 	384.678093
958 	384.678093
959 	384.678093
960 	384.678093
961 	384.678093
962 	384.678093
963 	384.678093
964 	384.678093
965 	384.678093
966 	384.678093
967 	384.678093
968 	384.678093
969 	384.678093
970 	384.678093
971 	384.678093
972 	384.678093
973 	384.678093
974 	384.678093
975 	384.678093
976 	384.678093
977 	384.678093
978 	384.678093
979 	384.678093
980 	384.678093
981 	384.678093
982 	384.678093
983 	384.678093
984 	384.678093
985 	384.678093
986 	384.678093
987 	384.678093
988 	384.678093
989 	384.678093
990 	384.678093
991 	384.678093
992 	384.678093
993 	384.678093
994 	384.678093
995 	384.678093
996 	384.678093
997 	384.678093
998 	384.678093
999 	384.678093
1000 	384.678093
1001 	384.678093
1002 	384.678093
1003 	384.678093
1004 	384.678093
1005 	384.678093
1006 	384.678093
1007 	384.678093
1008 	384.678093
1009 	384.678093
1010 	384.678093
1011 	384.678093
1012 	384.678093
1013 	384.678093
1014 	384.678093
1015 	384.678093
1016 	384.678093
1017 	384.678093
1018 	384.678093
1019 	384.678093
1020 	384.678093
1021 	384.678093
1022 	384.678093
1023 	384.678093
1024 	384.678093
1025 	384.678093
1026 	384.678093
1027 	384.678093
1028 	384.678093
1029 	384.678093
1030 	384.678093
1031 	384.678093
1032 	384.678093
1033 	384.678093
1034 	384.678093
1035 	384.678093
1036 	384.678093
1037 	384.678093
1038 	384.678093
1039 	384.678093
1040 	384.678093
1041 	384.678093
1042 	384.678093
1043 	384.678093
1044 	384.678093
1045 	384.678093
1046 	384.678093
1047 	384.678093
1048 	384.678093
1049 	384.678093
1050 	384.678093
1051 	384.678093
1052 	384.678093
1053 	384.678093
1054 	384.678093
1055 	384.678093
1056 	384.678093
1057 	384.678093
1058 	384.678093
1059 	384.678093
1060 	384.678093
1061 	384.678093
1062 	384.678093
1063 	384.678093
1064 	384.678093
1065 	384.678093
1066 	384.678093
1067 	384.678093
1068 	384.678093
1069 	384.678093
1070 	384.678093
1071 	384.678093
1072 	384.678093
1073 	384.678093
1074 	384.678093
1075 	384.678093
1076 	384.678093
1077 	384.678093
1078 	384.678093
1079 	384.678093
1080 	384.678093
1081 	384.678093
1082 	384.678093
1083 	384.678093
1084 	384.678093
1085 	384.678093
1086 	384.678093
1087 	384.678093
1088 	384.678093
1089 	384.678093
1090 	384.678093
1091 	384.678093
1092 	384.678093
1093 	384.678093
1094 	384.678093
1095 	384.678093
1096 	384.678093
1097 	384.678093
1098 	384.678093
1099 	384.678093
1100 	384.678093
1101 	384.678093
1102 	384.678093
1103 	384.678093
1104 	384.678093
1105 	384.678093
1106 	384.678093
1107 	384.678093
1108 	384.678093
1109 	384.678093
1110 	384.678093
1111 	384.678093
1112 	384.678093
1113 	384.678093
1114 	384.678093
1115 	384.678093
1116 	384.678093
1117 	384.678093
1118 	384.678093
1119 	384.678093
1120 	384.678093
1121 	384.678093
1122 	384.678093
1123 	384.678093
1124 	384.678093
1125 	384.678093
1126 	384.678093
1127 	384.678093
1128 	384.678093
1129 	384.678093
1130 	384.678093
1131 	384.678093
1132 	384.678093
1133 	384.678093
1134 	384.678093
1135 	384.678093
1136 	384.678093
1137 	384.678093
1138 	384.678093
1139 	384.678093
1140 	384.678093
1141 	384.678093
1142 	384.678093
1143 	384.678093
1144 	384.678093
1145 	384.678093
1146 	384.678093
1147 	384.678093
1148 	384.678093
1149 	384.678093
1150 	384.678093
1151 	384.678093
1152 	384.678093
1153 	384.678093
1154 	384.678093
1155 	384.678093
1156 	384.678093
1157 	384.678093
1158 	384.678093
1159 	384.678093
1160 	384.678093
1161 	384.678093
1162 	384.678093
1163 	384.678093
1164 	384.678093
1165 	384.678093
1166 	384.678093
1167 	384.678093
1168 	384.678093
1169 	384.678093
1170 	384.678093
1171 	384.678093
1172 	384.678093
1173 	384.678093
1174 	384.678093
1175 	384.678093
1176 	384.678093
1177 	384.678093
1178 	384.678093
1179 	384.678093
1180 	384.678093
1181 	384.678093
1182 	384.678093
1183 	384.678093
1184 	384.678093
1185 	384.678093
1186 	384.678093
1187 	384.678093
1188 	384.678093
1189 	384.678093
1190 	384.678093
1191 	384.678093
1192 	384.678093
1193 	384.678093
1194 	384.678093
1195 	384.678093
1196 	384.678093
1197 	384.678093
1198 	384.678093
1199 	384.678093
1200 	384.678093
1201 	384.678093
1202 	384.678093
1203 	384.678093
1204 	384.678093
1205 	384.678093
1206 	384.678093
1207 	384.678093
1208 	384.678093
1209 	384.678093
1210 	384.678093
1211 	384.678093
1212 	384.678093
1213 	384.678093
1214 	384.678093
1215 	384.678093
1216 	384.678093
1217 	384.678093
1218 	384.678093
1219 	384.678093
1220 	384.678093
1221 	384.678093
1222 	384.678093
1223 	384.678093
1224 	384.678093
1225 	384.678093
1226 	384.678093
1227 	384.678093
1228 	384.678093
1229 	384.678093
1230 	384.678093
1231 	384.678093
1232 	384.678093
1233 	384.678093
1234 	384.678093
1235 	384.678093
1236 	384.678093
1237 	384.678093
1238 	384.678093
1239 	384.678093
1240 	384.678093
1241 	384.678093
1242 	384.678093
1243 	384.678093
1244 	384.678093
1245 	384.678093
1246 	384.678093
1247 	384.678093
1248 	384.678093
1249 	384.678093
1250 	384.678093
1251 	384.678093
1252 	384.678093
1253 	384.678093
1254 	384.678093
1255 	384.678093
1256 	384.678093
1257 	384.678093
1258 	384.678093
1259 	384.678093
1260 	384.678093
1261 	384.678093
1262 	384.678093
1263 	384.678093
1264 	384.678093
1265 	384.678093
1266 	384.678093
1267 	384.678093
1268 	384.678093
1269 	384.678093
1270 	384.678093
1271 	384.678093
1272 	384.678093
1273 	384.678093
1274 	384.678093
1275 	384.678093
1276 	384.678093
1277 	384.678093
1278 	384.678093
1279 	384.678093
1280 	384.678093
1281 	384.678093
1282 	384.678093
1283 	384.678093
1284 	384.678093
1285 	384.678093
1286 	384.678093
1287 	384.678093
1288 	384.678093
1289 	384.678093
1290 	384.678093
1291 	384.678093
1292 	384.678093
1293 	384.678093
1294 	384.678093
1295 	384.678093
1296 	384.678093
1297 	384.678093
1298 	384.678093
1299 	384.678093
1300 	384.678093
1301 	384.678093
1302 	384.678093
1303 	384.678093
1304 	384.678093
1305 	384.678093
1306 	384.678093
1307 	384.678093
1308 	384.678093
1309 	384.678093
1310 	384.678093
1311 	384.678093
1312 	384.678093
1313 	384.678093
1314 	384.678093
1315 	384.678093
1316 	384.678093
1317 	384.678093
1318 	384.678093
1319 	384.678093
1320 	384.678093
1321 	384.678093
1322 	384.678093
1323 	384.678093
1324 	384.678093
1325 	384.678093
1326 	384.678093
1327 	384.678093
1328 	384.678093
1329 	384.678093
1330 	384.678093
1331 	384.678093
1332 	384.678093
1333 	384.678093
1334 	384.678093
1335 	384.678093
1336 	384.678093
1337 	384.678093
1338 	384.678093
1339 	384.678093
1340 	384.678093
1341 	384.678093
1342 	384.678093
1343 	384.678093
1344 	384.678093
1345 	384.678093
1346 	384.678093
1347 	384.678093
1348 	384.678093
1349 	384.678093
1350 	384.678093
1351 	384.678093
1352 	384.678093
1353 	384.678093
1354 	384.678093
1355 	384.678093
1356 	384.678093
1357 	384.678093
1358 	384.678093
1359 	384.678093
1360 	384.678093
1361 	384.678093
1362 	384.678093
1363 	384.678093
1364 	384.678093
1365 	384.678093
1366 	384.678093
1367 	384.678093
1368 	384.678093
1369 	384.678093
1370 	384.678093
1371 	384.678093
1372 	384.678093
1373 	384.678093
1374 	384.678093
1375 	384.678093
1376 	384.678093
1377 	384.678093
1378 	384.678093
1379 	384.678093
1380 	384.678093
1381 	384.678093
1382 	384.678093
1383 	384.678093
1384 	384.678093
1385 	384.678093
1386 	384.678093
1387 	384.678093
1388 	384.678093
1389 	384.678093
1390 	384.678093
1391 	384.678093
1392 	384.678093
1393 	384.678093
1394 	384.678093
1395 	384.678093
1396 	384.678093
1397 	384.678093
1398 	384.678093
1399 	384.678093
1400 	384.678093
1401 	384.678093
1402 	384.678093
1403 	384.678093
1404 	384.678093
1405 	384.678093
1406 	384.678093
1407 	384.678093
1408 	384.678093
1409 	384.678093
1410 	384.678093
1411 	384.678093
1412 	384.678093
1413 	384.678093
1414 	384.678093
1415 	384.678093
1416 	384.678093
1417 	384.678093
1418 	384.678093
1419 	384.678093
1420 	384.678093
1421 	384.678093
1422 	384.678093
1423 	384.678093
1424 	384.678093
1425 	384.678093
1426 	384.678093
1427 	384.678093
1428 	384.678093
1429 	384.678093
1430 	384.678093
1431 	384.678093
1432 	384.678093
1433 	384.678093
1434 	384.678093
1435 	384.678093
1436 	384.678093
1437 	384.678093
1438 	384.678093
1439 	384.678093
1440 	384.678093
1441 	384.678093
1442 	384.678093
1443 	384.678093
1444 	384.678093
1445 	384.678093
1446 	384.678093
1447 	384.678093
1448 	384.678093
1449 	384.678093
1450 	384.678093
1451 	384.678093
1452 	384.678093
1453 	384.678093
1454 	384.678093
1455 	384.678093
1456 	384.678093
1457 	384.678093
1458 	384.678093
1459 	384.678093
1460 	384.678093
1461 	384.678093
1462 	384.678093
1463 	384.678093
1464 	384.678093
1465 	384.678093
1466 	384.678093
1467 	384.678093
1468 	384.678093
1469 	384.678093
1470 	384.678093
1471 	384.678093
1472 	384.678093
1473 	384.678093
1474 	384.678093
1475 	384.678093
1476 	384.678093
1477 	384.678093
1478 	384.678093
1479 	384.678093
1480 	384.678093
1481 	384.678093
1482 	384.678093
1483 	384.678093
1484 	384.678093
1485 	384.678093
1486 	384.678093
1487 	384.678093
1488 	384.678093
1489 	384.678093
1490 	384.678093
1491 	384.678093
1492 	384.678093
1493 	384.678093
1494 	384.678093
1495 	384.678093
1496 	384.678093
1497 	384.678093
1498 	384.678093
1499 	384.678093
1500 	384.678093
1501 	384.678093
1502 	384.678093
1503 	384.678093
1504 	384.678093
1505 	384.678093
1506 	384.678093
1507 	384.678093
1508 	384.678093
1509 	384.678093
1510 	384.678093
1511 	384.678093
1512 	384.678093
1513 	384.678093
1514 	384.678093
1515 	384.678093
1516 	384.678093
1517 	384.678093
1518 	384.678093
1519 	384.678093
1520 	384.678093
1521 	384.678093
1522 	384.678093
1523 	384.678093
1524 	384.678093
1525 	384.678093
1526 	384.678093
1527 	384.678093
1528 	384.678093
1529 	384.678093
1530 	384.678093
1531 	384.678093
1532 	384.678093
1533 	384.678093
1534 	384.678093
1535 	384.678093
1536 	384.678093
1537 	384.678093
1538 	384.678093
1539 	384.678093
1540 	384.678093
1541 	384.678093
1542 	384.678093
1543 	384.678093
1544 	384.678093
1545 	384.678093
1546 	384.678093
1547 	384.678093
1548 	384.678093
1549 	384.678093
1550 	384.678093
1551 	384.678093
1552 	384.678093
1553 	384.678093
1554 	384.678093
1555 	384.678093
1556 	384.678093
1557 	384.678093
1558 	384.678093
1559 	384.678093
1560 	384.678093
1561 	384.678093
1562 	384.678093
1563 	384.678093
1564 	384.678093
1565 	384.678093
1566 	384.678093
1567 	384.678093
1568 	384.678093
1569 	384.678093
1570 	384.678093
1571 	384.678093
1572 	384.678093
1573 	384.678093
1574 	384.678093
1575 	384.678093
1576 	384.678093
1577 	384.678093
1578 	384.678093
1579 	384.678093
1580 	384.678093
1581 	384.678093
1582 	384.678093
1583 	384.678093
1584 	384.678093
1585 	384.678093
1586 	384.678093
1587 	384.678093
1588 	384.678093
1589 	384.678093
1590 	384.678093
1591 	384.678093
1592 	384.678093
1593 	384.678093
1594 	384.678093
1595 	384.678093
1596 	384.678093
1597 	384.678093
1598 	384.678093
1599 	384.678093
1600 	384.678093
1601 	384.678093
1602 	384.678093
1603 	384.678093
1604 	384.678093
1605 	384.678093
1606 	384.678093
1607 	384.678093
1608 	384.678093
1609 	384.678093
1610 	384.678093
1611 	384.678093
1612 	384.678093
1613 	384.678093
1614 	384.678093
1615 	384.678093
1616 	384.678093
1617 	384.678093
1618 	384.678093
1619 	384.678093
1620 	384.678093
1621 	384.678093
1622 	384.678093
1623 	384.678093
1624 	384.678093
1625 	384.678093
1626 	384.678093
1627 	384.678093
1628 	384.678093
1629 	384.678093
1630 	384.678093
1631 	384.678093
1632 	384.678093
1633 	384.678093
1634 	384.678093
1635 	384.678093
1636 	384.678093
1637 	384.678093
1638 	384.678093
1639 	384.678093
1640 	384.678093
1641 	384.678093
1642 	384.678093
1643 	384.678093
1644 	384.678093
1645 	384.678093
1646 	384.678093
1647 	384.678093
1648 	384.678093
1649 	384.678093
1650 	384.678093
1651 	384.678093
1652 	384.678093
1653 	384.678093
1654 	384.678093
1655 	384.678093
1656 	384.678093
1657 	384.678093
1658 	384.678093
1659 	384.678093
1660 	384.678093
1661 	384.678093
1662 	384.678093
1663 	384.678093
